Scylla requestN, Scylla Time [ns],Scylla Failed
1342,35002800,false
1343,36002500,false
1344,36001700,false
1345,34002100,false
1346,35002200,false
1347,36999900,false
1348,34002000,false
1349,34002000,false
1350,36000400,false
1351,36006300,false
1352,34005500,false
1353,32001000,false
1354,33002800,false
1355,33993900,false
1356,35999100,false
1357,34996600,false
1358,33993900,false
1359,38999600,false
1360,37999500,false
1361,36998500,false
1362,33998000,false
1363,34994000,false
1364,34994000,false
1365,34998300,false
1366,32997600,false
1367,36006400,false
1368,35003800,false
1369,36007900,false
1370,35003800,false
1371,34998800,false
1372,35998800,false
1373,35996200,false
1374,34994500,false
1375,35996200,false
1376,35998600,false
1377,34003800,false
1378,35008800,false
1379,34002900,false
1380,36009500,false
1381,35999700,false
1382,34997900,false
1383,34997900,false
1384,35994300,false
1385,35997200,false
1386,37997500,false
1387,35004600,false
1388,36999400,false
1389,36000700,false
1390,35998200,false
1391,35998200,false
1392,38004400,false
1393,39003100,false
1394,38004400,false
1395,37999000,false
1396,37999000,false
1397,37000700,false
1398,37999100,false
1399,37999100,false
1400,37001400,false
1401,36992400,false
1402,34991000,false
1403,33998300,false
